fik	Lower Level   Conf., Term, J			Upper Level   Conf., Term, J		
1.96E-04	1s7f	3F	4	1s9g	3G	3
2.41E-01	1s7f	3F	4	1s9g	3G	5
6.42E-03	1s7f	3F	4	1s9g	3G	4
2.54E-01	1s7f	3F	2	1s9g	3G	3
						
2.34E-01	1s7f	1F	3	1s9g	1G	4
3.94E-03	1s7f	1F	3	1s9g	3G	3
1.62E-02	1s7f	1F	3	1s9g	3G	4
9.21E-06	1s7g	3G	4	1s9h	1H	5
6.05E-03	1s7g	3G	4	1s9h	3H	4
						
2.85E-01	1s7g	3G	4	1s9h	3H	5
4.62E-03	1s7g	3G	5	1s9h	1H	5
9.62E-05	1s7g	3G	5	1s9h	3H	4
2.81E-01	1s7g	3G	5	1s9h	3H	6
4.91E-03	1s7g	3G	5	1s9h	3H	5
						
2.91E-01	1s7g	3G	3	1s9h	3H	4
2.85E-01	1s7g	1G	4	1s9h	1H	5
5.59E-03	1s7g	1G	4	1s9h	3H	4
6.17E-05	1s7g	1G	4	1s9h	3H	5
6.42E-06	1s7h	3H	5	1s9i	1I	6
						
4.26E-03	1s7h	3H	5	1s9i	3I	5
2.94E-01	1s7h	3H	5	1s9i	3I	6
3.41E-03	1s7h	3H	6	1s9i	1I	6
4.89E-05	1s7h	3H	6	1s9i	3I	5
2.91E-01	1s7h	3H	6	1s9i	3I	7
						
3.59E-03	1s7h	3H	6	1s9i	3I	6
2.98E-01	1s7h	3H	4	1s9i	3I	5
2.94E-01	1s7h	1H	5	1s9i	1I	6
4.01E-03	1s7h	1H	5	1s9i	3I	5
2.60E-05	1s7h	1H	5	1s9i	3I	6
						
1.01E-05	1s7i	3I	6	1s9h	3H	6
7.02E-04	1s7i	3I	6	1s9h	3H	5
1.13E-05	1s7i	3I	5	1s9h	1H	5
7.12E-04	1s7i	3I	7	1s9h	3H	6
6.89E-04	1s7i	3I	5	1s9h	3H	4
						
7.03E-04	1s7i	1I	6	1s9h	1H	5
1.20E-05	1s7i	3I	5	1s9h	3H	5
9.64E-06	1s7i	1I	6	1s9h	3H	6
5.63E-05	1s7h	3H	5	1s9g	3G	5
2.68E-03	1s7h	3H	5	1s9g	3G	4
						
6.41E-05	1s7h	3H	4	1s9g	1G	4
2.73E-03	1s7h	3H	6	1s9g	3G	5
2.60E-03	1s7h	3H	4	1s9g	3G	3
2.68E-03	1s7h	1H	5	1s9g	1G	4
1.35E-06	1s7h	3H	4	1s9g	3G	5
						
5.30E-05	1s7h	1H	5	1s9g	3G	5
6.95E-05	1s7h	3H	4	1s9g	3G	4
5.04E-04	1s7g	3G	4	1s9f	1F	3
1.21E-04	1s7g	3G	3	1s9f	1F	3
2.14E-04	1s7g	3G	4	1s9f	3F	4
						
5.88E-03	1s7g	3G	4	1s9f	3F	3
6.00E-03	1s7g	1G	4	1s9f	1F	3
6.60E-03	1s7g	3G	5	1s9f	3F	4
6.06E-03	1s7g	3G	3	1s9f	3F	2
8.42E-06	1s7g	3G	3	1s9f	3F	4
						
4.10E-04	1s7g	3G	3	1s9f	3F	3
1.98E-04	1s7g	1G	4	1s9f	3F	4
4.00E-04	1s7g	1G	4	1s9f	3F	3
3.10E-03	1s7f	3F	3	1s9d	1D	2
9.76E-03	1s7f	1F	3	1s9d	1D	2
						
8.75E-03	1s7f	3F	3	1s9d	3D	2
1.08E-03	1s7f	3F	3	1s9d	3D	3
1.09E-02	1s7f	3F	2	1s9d	3D	1
1.30E-02	1s7f	3F	4	1s9d	3D	3
2.01E-03	1s7f	3F	2	1s9d	3D	2
						
5.76E-05	1s7f	3F	2	1s9d	3D	3
2.77E-03	1s7f	1F	3	1s9d	3D	2
3.58E-04	1s7f	1F	3	1s9d	3D	3
5.52E-06	1s6p	3P	2	1s7d	1D	2
2.54E-05	1s6p	3P	1	1s7d	1D	2
						
4.34E-03	1s6p	3P	2	1s7d	3D	1
1.08E-01	1s6p	3P	1	1s7d	3D	1
6.51E-02	1s6p	3P	2	1s7d	3D	2
3.64E-01	1s6p	3P	2	1s7d	3D	3
3.25E-01	1s6p	3P	1	1s7d	3D	2
						
4.34E-01	1s6p	3P	0	1s7d	3D	1
1.84E+00	1s7p	1P	1	1s9d	1D	2
1.39E-05	1s7p	1P	1	1s9d	3D	2
1.85E-02	1s7d	3D	1	1s9p	3P	0
2.49E-02	1s7d	3D	2	1s9p	3P	1
						
3.33E-02	1s7d	3D	3	1s9p	3P	2
8.31E-03	1s7d	3D	2	1s9p	3P	2
1.39E-02	1s7d	3D	1	1s9p	3P	1
9.24E-04	1s7d	3D	1	1s9p	3P	2
2.02E-06	1s7d	1D	2	1s9p	3P	1
						
7.07E-02	1s7p	3P	2	1s9s	3S	1
7.07E-02	1s7p	3P	1	1s9s	3S	1
7.07E-02	1s7p	3P	0	1s9s	3S	1
5.98E-02	1s7p	1P	1	1s9s	1S	0
5.14E-06	1s6d	3D	2	1s7p	1P	1
						
6.05E-02	1s6d	1D	2	1s7p	1P	1
1.63E-02	1s6d	3D	3	1s7f	1F	3
1.76E-01	1s6d	3D	2	1s7f	1F	3
1.87E-03	1s6d	3D	3	1s7f	3F	2
9.16E-02	1s6d	3D	2	1s7f	3F	2
						
7.57E-01	1s6d	3D	3	1s7f	3F	4
4.92E-02	1s6d	3D	3	1s7f	3F	3
5.57E-01	1s6d	3D	2	1s7f	3F	3
8.25E-01	1s6d	3D	1	1s7f	3F	2
6.28E-01	1s6d	1D	2	1s7f	1F	3
						
8.31E-06	1s6d	1D	2	1s7f	3F	2
1.99E-01	1s6d	1D	2	1s7f	3F	3
4.45E-02	1s6f	3F	3	1s7g	1G	4
5.07E-02	1s6f	3F	3	1s7g	3G	3
2.59E-02	1s6f	3F	4	1s7g	1G	4
						
8.56E-04	1s6f	3F	4	1s7g	3G	3
1.01E+00	1s6f	3F	3	1s7g	3G	4
1.05E+00	1s6f	3F	4	1s7g	3G	5
2.80E-02	1s6f	3F	4	1s7g	3G	4
1.11E+00	1s6f	3F	2	1s7g	3G	3
						
1.03E+00	1s6f	1F	3	1s7g	1G	4
1.86E-02	1s6f	1F	3	1s7g	3G	3
5.92E-02	1s6f	1F	3	1s7g	3G	4
5.22E-05	1s6g	3G	4	1s7h	1H	5
3.10E-02	1s6g	3G	4	1s7h	3H	4
						
2.37E-02	1s6g	3G	5	1s7h	1H	5
1.46E+00	1s6g	3G	4	1s7h	3H	5
4.93E-04	1s6g	3G	5	1s7h	3H	4
1.44E+00	1s6g	3G	5	1s7h	3H	6
2.52E-02	1s6g	3G	5	1s7h	3H	5
						
1.49E+00	1s6g	3G	3	1s7h	3H	4
1.46E+00	1s6g	1G	4	1s7h	1H	5
2.87E-02	1s6g	1G	4	1s7h	3H	4
3.04E-04	1s6g	1G	4	1s7h	3H	5
4.34E-05	1s6h	3H	5	1s7i	1I	6
						
2.87E-02	1s6h	3H	5	1s7i	3I	5
2.30E-02	1s6h	3H	6	1s7i	1I	6
1.98E+00	1s6h	3H	5	1s7i	3I	6
3.30E-04	1s6h	3H	6	1s7i	3I	5
1.96E+00	1s6h	3H	6	1s7i	3I	7
						
2.42E-02	1s6h	3H	6	1s7i	3I	6
2.01E+00	1s6h	3H	4	1s7i	3I	5
1.98E+00	1s6h	1H	5	1s7i	1I	6
2.70E-02	1s6h	1H	5	1s7i	3I	5
1.75E-04	1s6h	1H	5	1s7i	3I	6
						
1.30E-04	1s6h	3H	5	1s7g	3G	5
1.48E-04	1s6h	3H	4	1s7g	1G	4
6.17E-03	1s6h	3H	5	1s7g	3G	4
6.30E-03	1s6h	3H	6	1s7g	3G	5
5.99E-03	1s6h	3H	4	1s7g	3G	3
						
6.18E-03	1s6h	1H	5	1s7g	1G	4
3.11E-06	1s6h	3H	4	1s7g	3G	5
1.22E-04	1s6h	1H	5	1s7g	3G	5
1.60E-04	1s6h	3H	4	1s7g	3G	4
1.27E-03	1s6g	3G	4	1s7f	1F	3
						
3.97E-04	1s6g	3G	3	1s7f	1F	3
6.46E-04	1s6g	3G	4	1s7f	3F	4
1.83E-02	1s6g	1G	4	1s7f	1F	3
1.80E-02	1s6g	3G	4	1s7f	3F	3
1.83E-02	1s6g	3G	3	1s7f	3F	2
						
1.99E-02	1s6g	3G	5	1s7f	3F	4
2.54E-05	1s6g	3G	3	1s7f	3F	4
1.20E-03	1s6g	3G	3	1s7f	3F	3
5.97E-04	1s6g	1G	4	1s7f	3F	4
9.86E-04	1s6g	1G	4	1s7f	3F	3
						
1.10E-02	1s6f	3F	3	1s7d	1D	2
3.12E-02	1s6f	1F	3	1s7d	1D	2
2.80E-02	1s6f	3F	3	1s7d	3D	2
3.45E-03	1s6f	3F	3	1s7d	3D	3
3.57E-02	1s6f	3F	2	1s7d	3D	1
						
4.25E-02	1s6f	3F	4	1s7d	3D	3
6.61E-03	1s6f	3F	2	1s7d	3D	2
1.89E-04	1s6f	3F	2	1s7d	3D	3
9.82E-03	1s6f	1F	3	1s7d	3D	2
1.27E-03	1s6f	1F	3	1s7d	3D	3
						
7.03E-01	1s6p	1P	1	1s7d	1D	2
5.75E-05	1s6p	1P	1	1s7d	3D	2
7.00E-02	1s6d	3D	1	1s7p	3P	0
9.45E-02	1s6d	3D	2	1s7p	3P	1
1.26E-01	1s6d	3D	3	1s7p	3P	2
						
3.15E-02	1s6d	3D	2	1s7p	3P	2
5.25E-02	1s6d	3D	1	1s7p	3P	1
3.50E-03	1s6d	3D	1	1s7p	3P	2
8.24E-06	1s6d	1D	2	1s7p	3P	1
2.86E-06	1s6d	1D	2	1s7p	3P	2
						
2.39E-03	1s8s	3S	1	1s10p	3P	0
7.16E-03	1s8s	3S	1	1s10p	3P	1
1.19E-02	1s8s	3S	1	1s10p	3P	2
2.73E-01	1s6p	1P	1	1s7s	1S	0
4.44E-03	1s7s	3S	1	1s8p	3P	0
						
1.33E-02	1s7s	3S	1	1s8p	3P	1
2.22E-02	1s7s	3S	1	1s8p	3P	2
6.58E-02	1s8s	1S	0	1s10p	1P	1
3.80E-01	1s6p	3P	2	1s7s	3S	1
3.80E-01	1s6p	3P	1	1s7s	3S	1
						
3.80E-01	1s6p	3P	0	1s7s	3S	1
7.30E-06	1s8p	3P	1	1s10d	1D	2
1.37E-03	1s8p	3P	2	1s10d	3D	1
3.41E-02	1s8p	3P	1	1s10d	3D	1
2.05E-02	1s8p	3P	2	1s10d	3D	2
						
1.15E-01	1s8p	3P	2	1s10d	3D	3
1.02E-01	1s8p	3P	1	1s10d	3D	2
1.37E-01	1s8p	3P	0	1s10d	3D	1
1.70E-01	1s7s	1S	0	1s8p	1P	1
2.35E-02	1s8d	1D	2	1s10p	1P	1
						
3.79E-03	1s8d	3D	3	1s10f	1F	3
4.09E-02	1s8d	3D	2	1s10f	1F	3
4.89E-04	1s8d	3D	3	1s10f	3F	2
2.40E-02	1s8d	3D	2	1s10f	3F	2
1.98E-01	1s8d	3D	3	1s10f	3F	4
						
1.33E-02	1s8d	3D	3	1s10f	3F	3
1.51E-01	1s8d	3D	2	1s10f	3F	3
2.16E-01	1s8d	3D	1	1s10f	3F	2
1.70E-01	1s8d	1D	2	1s10f	1F	3
4.63E-02	1s8d	1D	2	1s10f	3F	3
						
1.45E-02	1s8f	3F	3	1s10g	1G	4
1.24E-02	1s8f	3F	3	1s10g	3G	3
6.06E-03	1s8f	3F	4	1s10g	1G	4
2.01E-04	1s8f	3F	4	1s10g	3G	3
2.33E-01	1s8f	3F	3	1s10g	3G	4
						
2.47E-01	1s8f	3F	4	1s10g	3G	5
6.58E-03	1s8f	3F	4	1s10g	3G	4
2.60E-01	1s8f	3F	2	1s10g	3G	3
2.38E-01	1s8f	1F	3	1s10g	1G	4
3.83E-03	1s8f	1F	3	1s10g	3G	3
						
1.85E-02	1s8f	1F	3	1s10g	3G	4
8.90E-06	1s8g	3G	4	1s10h	1H	5
6.31E-03	1s8g	3G	4	1s10h	3H	4
2.97E-01	1s8g	3G	4	1s10h	3H	5
4.81E-03	1s8g	3G	5	1s10h	1H	5
						
1.00E-04	1s8g	3G	5	1s10h	3H	4
2.93E-01	1s8g	3G	5	1s10h	3H	6
5.11E-03	1s8g	3G	5	1s10h	3H	5
3.03E-01	1s8g	3G	3	1s10h	3H	4
2.97E-01	1s8g	1G	4	1s10h	1H	5
						
5.82E-03	1s8g	1G	4	1s10h	3H	4
6.62E-05	1s8g	1G	4	1s10h	3H	5
7.18E-06	1s8h	3H	5	1s10i	1I	6
4.76E-03	1s8h	3H	5	1s10i	3I	5
3.28E-01	1s8h	3H	5	1s10i	3I	6
						
3.81E-03	1s8h	3H	6	1s10i	1I	6
5.47E-05	1s8h	3H	6	1s10i	3I	5
3.25E-01	1s8h	3H	6	1s10i	3I	7
4.01E-03	1s8h	3H	6	1s10i	3I	6
3.33E-01	1s8h	3H	4	1s10i	3I	5
						
3.28E-01	1s8h	1H	5	1s10i	1I	6
4.48E-03	1s8h	1H	5	1s10i	3I	5
2.90E-05	1s8h	1H	5	1s10i	3I	6
6.01E-06	1s8k	3K	7	1s10i	3I	7
5.70E-04	1s8k	3K	7	1s10i	3I	6
						
6.61E-06	1s8k	3K	6	1s10i	1I	6
5.76E-04	1s8k	3K	8	1s10i	3I	7
5.62E-04	1s8k	3K	6	1s10i	3I	5
5.70E-04	1s8k	1K	7	1s10i	1I	6
6.96E-06	1s8k	3K	6	1s10i	3I	6
						
5.75E-06	1s8k	1K	7	1s10i	3I	7
3.16E-05	1s8i	3I	6	1s10h	3H	6
2.19E-03	1s8i	3I	6	1s10h	3H	5
3.53E-05	1s8i	3I	5	1s10h	1H	5
2.22E-03	1s8i	3I	7	1s10h	3H	6
						
2.14E-03	1s8i	3I	5	1s10h	3H	4
2.19E-03	1s8i	1I	6	1s10h	1H	5
3.00E-05	1s8i	1I	6	1s10h	3H	6
3.75E-05	1s8i	3I	5	1s10h	3H	5
1.11E-04	1s8h	3H	5	1s10g	3G	5
						
1.26E-04	1s8h	3H	4	1s10g	1G	4
5.26E-03	1s8h	3H	5	1s10g	3G	4
5.37E-03	1s8h	3H	6	1s10g	3G	5
5.11E-03	1s8h	3H	4	1s10g	3G	3
5.27E-03	1s8h	1H	5	1s10g	1G	4
						
2.65E-06	1s8h	3H	4	1s10g	3G	5
1.04E-04	1s8h	1H	5	1s10g	3G	5
1.37E-04	1s8h	3H	4	1s10g	3G	4
8.37E-04	1s8g	3G	4	1s10f	1F	3
1.86E-04	1s8g	3G	3	1s10f	1F	3
						
3.40E-04	1s8g	3G	4	1s10f	3F	4
9.47E-03	1s8g	1G	4	1s10f	1F	3
9.28E-03	1s8g	3G	4	1s10f	3F	3
1.05E-02	1s8g	3G	5	1s10f	3F	4
9.60E-03	1s8g	3G	3	1s10f	3F	2
						
1.33E-05	1s8g	3G	3	1s10f	3F	4
6.54E-04	1s8g	3G	3	1s10f	3F	3
3.14E-04	1s8g	1G	4	1s10f	3F	4
6.68E-04	1s8g	1G	4	1s10f	3F	3
4.09E-03	1s8f	3F	3	1s10d	1D	2
						
1.38E-02	1s8f	1F	3	1s10d	1D	2
1.24E-02	1s8f	3F	3	1s10d	3D	2
1.53E-03	1s8f	3F	3	1s10d	3D	3
1.51E-02	1s8f	3F	2	1s10d	3D	1
1.80E-02	1s8f	3F	4	1s10d	3D	3
						
2.80E-03	1s8f	3F	2	1s10d	3D	2
8.00E-05	1s8f	3F	2	1s10d	3D	3
3.65E-03	1s8f	1F	3	1s10d	3D	2
4.72E-04	1s8f	1F	3	1s10d	3D	3
1.95E-01	1s8p	1P	1	1s10d	1D	2
						
1.44E-05	1s8p	1P	1	1s10d	3D	2
2.31E-02	1s8d	3D	1	1s10p	3P	0
3.12E-02	1s8d	3D	2	1s10p	3P	1
4.17E-02	1s8d	3D	3	1s10p	3P	2
1.04E-02	1s8d	3D	2	1s10p	3P	2
						
1.74E-02	1s8d	3D	1	1s10p	3P	1
1.16E-03	1s8d	3D	1	1s10p	3P	2
7.01E-02	1s8p	1P	1	1s10s	1S	0
8.27E-02	1s8p	3P	2	1s10s	3S	1
8.27E-02	1s8p	3P	1	1s10s	3S	1
						
8.27E-02	1s8p	3P	0	1s10s	3S	1
5.42E-06	1s7p	3P	2	1s8d	1D	2
2.49E-05	1s7p	3P	1	1s8d	1D	2
4.45E-03	1s7p	3P	2	1s8d	3D	1
1.11E-01	1s7p	3P	1	1s8d	3D	1
						
6.68E-02	1s7p	3P	2	1s8d	3D	2
3.74E-01	1s7p	3P	2	1s8d	3D	3
3.34E-01	1s7p	3P	1	1s8d	3D	2
4.45E-01	1s7p	3P	0	1s8d	3D	1
8.58E-01	1s4s	1S	0	1s4p	1P	1
						
1.98E-05	1s3p	3P	1	1s3d	1D	2
1.12E-03	1s3p	3P	2	1s3d	3D	1
2.80E-02	1s3p	3P	1	1s3d	3D	1
1.68E-02	1s3p	3P	2	1s3d	3D	2
9.40E-02	1s3p	3P	2	1s3d	3D	3
						
8.39E-02	1s3p	3P	1	1s3d	3D	2
1.12E-01	1s3p	3P	0	1s3d	3D	1
6.43E-06	1s7d	3D	2	1s8p	1P	1
8.12E-02	1s7d	1D	2	1s8p	1P	1
1.55E-02	1s7d	3D	3	1s8f	1F	3
						
1.68E-01	1s7d	3D	2	1s8f	1F	3
1.88E-03	1s7d	3D	3	1s8f	3F	2
9.22E-02	1s7d	3D	2	1s8f	3F	2
7.62E-01	1s7d	3D	3	1s8f	3F	4
5.03E-02	1s7d	3D	3	1s8f	3F	3
						
5.70E-01	1s7d	3D	2	1s8f	3F	3
8.30E-01	1s7d	3D	1	1s8f	3F	2
6.43E-01	1s7d	1D	2	1s8f	1F	3
7.81E-06	1s7d	1D	2	1s8f	3F	2
1.90E-01	1s7d	1D	2	1s8f	3F	3
						
5.30E-02	1s7f	3F	3	1s8g	1G	4
5.05E-02	1s7f	3F	3	1s8g	3G	3
2.51E-02	1s7f	3F	4	1s8g	1G	4
8.29E-04	1s7f	3F	4	1s8g	3G	3
9.71E-01	1s7f	3F	3	1s8g	3G	4
						
1.02E+00	1s7f	3F	4	1s8g	3G	5
2.72E-02	1s7f	3F	4	1s8g	3G	4
1.07E+00	1s7f	3F	2	1s8g	3G	3
9.89E-01	1s7f	1F	3	1s8g	1G	4
1.67E-02	1s7f	1F	3	1s8g	3G	3
						
6.86E-02	1s7f	1F	3	1s8g	3G	4
4.41E-05	1s7g	3G	4	1s8h	1H	5
2.89E-02	1s7g	3G	4	1s8h	3H	4
2.21E-02	1s7g	3G	5	1s8h	1H	5
1.36E+00	1s7g	3G	4	1s8h	3H	5
						
4.60E-04	1s7g	3G	5	1s8h	3H	4
1.35E+00	1s7g	3G	5	1s8h	3H	6
2.35E-02	1s7g	3G	5	1s8h	3H	5
1.39E+00	1s7g	3G	3	1s8h	3H	4
1.37E+00	1s7g	1G	4	1s8h	1H	5
						
2.67E-02	1s7g	1G	4	1s8h	3H	4
2.95E-04	1s7g	1G	4	1s8h	3H	5
3.90E-05	1s7h	3H	5	1s8i	1I	6
2.58E-02	1s7h	3H	5	1s8i	3I	5
2.07E-02	1s7h	3H	6	1s8i	1I	6
						
1.78E+00	1s7h	3H	5	1s8i	3I	6
2.97E-04	1s7h	3H	6	1s8i	3I	5
1.76E+00	1s7h	3H	6	1s8i	3I	7
2.18E-02	1s7h	3H	6	1s8i	3I	6
1.81E+00	1s7h	3H	4	1s8i	3I	5
						
1.78E+00	1s7h	1H	5	1s8i	1I	6
2.43E-02	1s7h	1H	5	1s8i	3I	5
1.57E-04	1s7h	1H	5	1s8i	3I	6
7.82E-05	1s7i	3I	6	1s8h	3H	6
8.73E-05	1s7i	3I	5	1s8h	1H	5
						
5.41E-03	1s7i	3I	6	1s8h	3H	5
5.49E-03	1s7i	3I	7	1s8h	3H	6
5.30E-03	1s7i	3I	5	1s8h	3H	4
5.41E-03	1s7i	1I	6	1s8h	1H	5
1.26E-06	1s7i	3I	5	1s8h	3H	6
						
7.42E-05	1s7i	1I	6	1s8h	3H	6
9.28E-05	1s7i	3I	5	1s8h	3H	5
3.54E-04	1s7h	3H	5	1s8g	3G	5
4.04E-04	1s7h	3H	4	1s8g	1G	4
1.63E-02	1s7h	3H	4	1s8g	3G	3
						
1.72E-02	1s7h	3H	6	1s8g	3G	5
1.69E-02	1s7h	1H	5	1s8g	1G	4
1.68E-02	1s7h	3H	5	1s8g	3G	4
8.49E-06	1s7h	3H	4	1s8g	3G	5
3.33E-04	1s7h	1H	5	1s8g	3G	5
						
4.37E-04	1s7h	3H	4	1s8g	3G	4
2.56E-03	1s7g	3G	4	1s8f	1F	3
6.82E-04	1s7g	3G	3	1s8f	1F	3
3.29E-02	1s7g	1G	4	1s8f	1F	3
1.17E-03	1s7g	3G	4	1s8f	3F	4
						
3.23E-02	1s7g	3G	4	1s8f	3F	3
3.31E-02	1s7g	3G	3	1s8f	3F	2
3.60E-02	1s7g	3G	5	1s8f	3F	4
4.59E-05	1s7g	3G	3	1s8f	3F	4
2.21E-03	1s7g	3G	3	1s8f	3F	3
						
1.08E-03	1s7g	1G	4	1s8f	3F	4
2.01E-03	1s7g	1G	4	1s8f	3F	3
1.52E-02	1s7f	3F	3	1s8d	1D	2
4.79E-02	1s7f	1F	3	1s8d	1D	2
4.30E-02	1s7f	3F	3	1s8d	3D	2
						
5.31E-03	1s7f	3F	3	1s8d	3D	3
5.34E-02	1s7f	3F	2	1s8d	3D	1
6.36E-02	1s7f	3F	4	1s8d	3D	3
9.90E-03	1s7f	3F	2	1s8d	3D	2
2.83E-04	1s7f	3F	2	1s8d	3D	3
						
1.36E-02	1s7f	1F	3	1s8d	3D	2
1.76E-03	1s7f	1F	3	1s8d	3D	3
7.42E-01	1s7p	1P	1	1s8d	1D	2
5.81E-05	1s7p	1P	1	1s8d	3D	2
9.19E-02	1s7d	3D	1	1s8p	3P	0
						
1.24E-01	1s7d	3D	2	1s8p	3P	1
1.65E-01	1s7d	3D	3	1s8p	3P	2
4.14E-02	1s7d	3D	2	1s8p	3P	2
6.89E-02	1s7d	3D	1	1s8p	3P	1
4.59E-03	1s7d	3D	1	1s8p	3P	2
						
1.01E-05	1s7d	1D	2	1s8p	3P	1
4.45E-03	1s8s	3S	1	1s9p	3P	0
1.33E-02	1s8s	3S	1	1s9p	3P	1
2.22E-02	1s8s	3S	1	1s9p	3P	2
3.31E-01	1s7p	1P	1	1s8s	1S	0
						
1.70E-01	1s5s	3S	1	1s5p	3P	0
5.10E-01	1s5s	3S	1	1s5p	3P	1
8.51E-01	1s5s	3S	1	1s5p	3P	2
4.59E-01	1s7p	3P	2	1s8s	3S	1
4.59E-01	1s7p	3P	1	1s8s	3S	1
						
4.59E-01	1s7p	3P	0	1s8s	3S	1
1.81E-01	1s8s	1S	0	1s9p	1P	1
2.49E-05	1s8p	3P	1	1s9d	1D	2
4.61E-03	1s8p	3P	2	1s9d	3D	1
1.15E-01	1s8p	3P	1	1s9d	3D	1
						
6.91E-02	1s8p	3P	2	1s9d	3D	2
3.87E-01	1s8p	3P	2	1s9d	3D	3
3.45E-01	1s8p	3P	1	1s9d	3D	2
4.61E-01	1s8p	3P	0	1s9d	3D	1
7.78E-06	1s8d	3D	2	1s9p	1P	1
						
1.03E-01	1s8d	1D	2	1s9p	1P	1
1.53E-02	1s8d	3D	3	1s9f	1F	3
1.65E-01	1s8d	3D	2	1s9f	1F	3
1.92E-03	1s8d	3D	3	1s9f	3F	2
9.39E-02	1s8d	3D	2	1s9f	3F	2
						
7.76E-01	1s8d	3D	3	1s9f	3F	4
5.19E-02	1s8d	3D	3	1s9f	3F	3
5.87E-01	1s8d	3D	2	1s9f	3F	3
8.45E-01	1s8d	3D	1	1s9f	3F	2
6.62E-01	1s8d	1D	2	1s9f	1F	3
						
1.87E-01	1s8d	1D	2	1s9f	3F	3
5.92E-02	1s8f	3F	3	1s9g	1G	4
5.07E-02	1s8f	3F	3	1s9g	3G	3
2.48E-02	1s8f	3F	4	1s9g	1G	4
8.20E-04	1s8f	3F	4	1s9g	3G	3
						
9.52E-01	1s8f	3F	3	1s9g	3G	4
1.01E+00	1s8f	3F	4	1s9g	3G	5
2.69E-02	1s8f	3F	4	1s9g	3G	4
1.06E+00	1s8f	3F	2	1s9g	3G	3
9.71E-01	1s8f	1F	3	1s9g	1G	4
						
1.57E-02	1s8f	1F	3	1s9g	3G	3
7.54E-02	1s8f	1F	3	1s9g	3G	4
3.92E-05	1s8g	3G	4	1s9h	1H	5
2.78E-02	1s8g	3G	4	1s9h	3H	4
2.12E-02	1s8g	3G	5	1s9h	1H	5
						
1.31E+00	1s8g	3G	4	1s9h	3H	5
4.42E-04	1s8g	3G	5	1s9h	3H	4
1.29E+00	1s8g	3G	5	1s9h	3H	6
2.25E-02	1s8g	3G	5	1s9h	3H	5
1.34E+00	1s8g	3G	3	1s9h	3H	4
						
1.31E+00	1s8g	1G	4	1s9h	1H	5
2.57E-02	1s8g	1G	4	1s9h	3H	4
2.92E-04	1s8g	1G	4	1s9h	3H	5
3.64E-05	1s8h	3H	5	1s9i	1I	6
2.41E-02	1s8h	3H	5	1s9i	3I	5
						
1.93E-02	1s8h	3H	6	1s9i	1I	6
1.66E+00	1s8h	3H	5	1s9i	3I	6
2.77E-04	1s8h	3H	6	1s9i	3I	5
1.65E+00	1s8h	3H	6	1s9i	3I	7
1.69E+00	1s8h	3H	4	1s9i	3I	5
						
2.03E-02	1s8h	3H	6	1s9i	3I	6
1.66E+00	1s8h	1H	5	1s9i	1I	6
2.27E-02	1s8h	1H	5	1s9i	3I	5
1.47E-04	1s8h	1H	5	1s9i	3I	6
5.06E-05	1s8k	3K	7	1s9i	3I	7
						
5.57E-05	1s8k	3K	6	1s9i	1I	6
4.80E-03	1s8k	3K	7	1s9i	3I	6
4.85E-03	1s8k	3K	8	1s9i	3I	7
4.74E-03	1s8k	3K	6	1s9i	3I	5
4.81E-03	1s8k	1K	7	1s9i	1I	6
						
4.84E-05	1s8k	1K	7	1s9i	3I	7
5.86E-05	1s8k	3K	6	1s9i	3I	6
2.16E-04	1s8i	3I	6	1s9h	3H	6
2.41E-04	1s8i	3I	5	1s9h	1H	5
1.51E-02	1s8i	3I	7	1s9h	3H	6
						
1.49E-02	1s8i	3I	6	1s9h	3H	5
1.46E-02	1s8i	3I	5	1s9h	3H	4
1.49E-02	1s8i	1I	6	1s9h	1H	5
3.48E-06	1s8i	3I	5	1s9h	3H	6
2.05E-04	1s8i	1I	6	1s9h	3H	6
						
2.56E-04	1s8i	3I	5	1s9h	3H	5
6.51E-04	1s8h	3H	5	1s9g	3G	5
7.41E-04	1s8h	3H	4	1s9g	1G	4
3.00E-02	1s8h	3H	4	1s9g	3G	3
3.10E-02	1s8h	1H	5	1s9g	1G	4
						
3.16E-02	1s8h	3H	6	1s9g	3G	5
3.09E-02	1s8h	3H	5	1s9g	3G	4
1.56E-05	1s8h	3H	4	1s9g	3G	5
6.12E-04	1s8h	1H	5	1s9g	3G	5
8.03E-04	1s8h	3H	4	1s9g	3G	4
						
4.18E-03	1s8g	3G	4	1s9f	1F	3
1.00E-03	1s8g	3G	3	1s9f	1F	3
4.99E-02	1s8g	1G	4	1s9f	1F	3
1.78E-03	1s8g	3G	4	1s9f	3F	4
4.89E-02	1s8g	3G	4	1s9f	3F	3
						
5.03E-02	1s8g	3G	3	1s9f	3F	2
5.48E-02	1s8g	3G	5	1s9f	3F	4
6.99E-05	1s8g	3G	3	1s9f	3F	4
3.40E-03	1s8g	3G	3	1s9f	3F	3
1.65E-03	1s8g	1G	4	1s9f	3F	4
						
3.32E-03	1s8g	1G	4	1s9f	3F	3
1.97E-02	1s8f	3F	3	1s9d	1D	2
6.63E-02	1s8f	1F	3	1s9d	1D	2
5.94E-02	1s8f	3F	3	1s9d	3D	2
7.27E-02	1s8f	3F	2	1s9d	3D	1
						
